AYUNTAMIENTOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/06/2021 18:52 (UTC-5),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACTAS_ESPERADAS,ACTAS_REGISTRADAS,ACTAS_FUERA_CATALOGO,ACTAS_CAPTURADAS,PORCENTAJE_ACTAS_CAPTURADAS,ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_INCONSISTENCIAS,ACTAS_NO_CONTABILIZADAS,LISTA_NOMINAL_ACTAS_CONTABILIZADAS,TOTAL_VOTOS_C_CS,TOTAL_VOTOS_S_CS,PORCENTAJE_PARTICIPACION_CIUDADANA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'040157C0100,'040157C010002,'04,CAMPECHE,'002,CALKINI,'0157,1,C,0,2,2,,,,,,,,25,30,31,43,9,23,49,43,27,17,47,40,3,,,387,380,,,,,,,,,,,
'040158B0100,'040158B010002,'04,CAMPECHE,'002,CALKINI,'0158,1,B,0,2,2,,,,,,,,44,36,48,7,8,26,32,33,20,28,10,36,16,,,344,441,,,,,,,,,,,
'040158C0100,'040158C010002,'04,CAMPECHE,'002,CALKINI,'0158,1,C,0,2,2,,,,,,,,43,16,40,35,41,44,6,44,43,41,2,22,11,,,388,441,,,,,,,,,,,
'040159B0100,'040159B010002,'04,CAMPECHE,'002,CALKINI,'0159,1,B,0,1,2,,,,,,,,2,11,27,20,10,7,2,49,22,27,37,45,21,,,280,412,,,,,,,,,,,
'040159C0100,'040159C010002,'04,CAMPECHE,'002,CALKINI,'0159,1,C,0,1,2,,,,,,,,12,25,3,36,39,2,9,7,11,42,33,41,29,,,289,411,,,,,,,,,,,
'040160B0100,'040160B010002,'04,CAMPECHE,'002,CALKINI,'0160,1,B,0,2,2,,,,,,,,36,32,45,11,4,17,13,49,34,21,41,7,47,,,357,417,,,,,,,,,,,
'040160C0100,'040160C010002,'04,CAMPECHE,'002,CALKINI,'0160,1,C,0,2,2,,,,,,,,20,4,6,3,18,39,18,30,19,44,5,23,42,,,271,417,,,,,,,,,,,
'040161B0100,'040161B010002,'04,CAMPECHE,'002,CALKINI,'0161,1,B,0,1,2,,,,,,,,49,6,35,23,41,28,43,49,6,27,5,34,46,,,392,407,,,,,,,,,,,
'040161C0100,'040161C010002,'04,CAMPECHE,'002,CALKINI,'0161,1,C,0,1,2,,,,,,,,47,12,41,27,33,33,49,35,9,12,9,12,36,,,355,406,,,,,,,,,,,
'040162B0100,'040162B010002,'04,CAMPECHE,'002,CALKINI,'0162,1,B,0,1,2,,,,,,,,39,30,17,36,31,3,45,22,18,37,15,42,5,,,340,521,,,,,,,,,,,
'040162C0100,'040162C010002,'04,CAMPECHE,'002,CALKINI,'0162,1,C,0,1,2,,,,,,,,40,10,8,33,30,4,23,33,16,3,31,44,43,,,318,521,,,,,,,,,,,
'040163B0100,'040163B010002,'04,CAMPECHE,'002,CALKINI,'0163,1,B,0,1,2,,,,,,,,30,25,34,48,40,4,23,8,39,28,33,14,13,,,339,415,,,,,,,,,,,
'040163C0100,'040163C010002,'04,CAMPECHE,'002,CALKINI,'0163,1,C,0,1,2,,,,,,,,26,43,32,19,14,12,11,8,25,3,41,38,4,,,276,414,,,,,,,,,,,
'040164B0100,'040164B010002,'04,CAMPECHE,'002,CALKINI,'0164,1,B,0,1,2,,,,,,,,32,29,23,10,25,49,16,15,22,5,7,15,8,,,256,447,,,,,,,,,,,
'040164C0100,'040164C010002,'04,CAMPECHE,'002,CALKINI,'0164,1,C,0,1,2,,,,,,,,15,40,13,3,23,47,22,7,30,2,7,37,39,,,285,447,,,,,,,,,,,
'040165B0100,'040165B010002,'04,CAMPECHE,'002,CALKINI,'0165,1,B,0,2,2,,,,,,,,39,49,11,49,10,3,43,2,20,28,43,46,12,,,355,285,,,,,,,,,,,
'040166B0100,'040166B010002,'04,CAMPECHE,'002,CALKINI,'0166,1,B,0,1,2,,,,,,,,34,8,39,43,4,49,10,30,10,28,36,33,25,,,349,719,,,,,,,,,,,
'040166C0100,'040166C010002,'04,CAMPECHE,'002,CALKINI,'0166,1,C,0,1,2,,,,,,,,43,3,40,14,26,21,12,20,34,24,22,9,28,,,296,719,,,,,,,,,,,
'040166C0200,'040166C020002,'04,CAMPECHE,'002,CALKINI,'0166,2,C,0,1,2,,,,,,,,9,38,7,2,1,16,9,18,36,35,31,5,1,,,208,719,,,,,,,,,,,
'040167B0100,'040167B010002,'04,CAMPECHE,'002,CALKINI,'0167,1,B,0,2,2,,,,,,,,20,35,43,17,10,12,7,13,20,33,48,39,42,,,339,604,,,,,,,,,,,
'040167C0100,'040167C010002,'04,CAMPECHE,'002,CALKINI,'0167,1,C,0,2,2,,,,,,,,21,36,5,48,42,16,5,5,32,42,45,30,44,,,371,603,,,,,,,,,,,
'040168B0100,'040168B010002,'04,CAMPECHE,'002,CALKINI,'0168,1,B,0,1,2,,,,,,,,21,44,22,4,21,21,5,5,37,44,18,24,10,,,276,671,,,,,,,,,,,
'040168C0100,'040168C010002,'04,CAMPECHE,'002,CALKINI,'0168,1,C,0,1,2,,,,,,,,42,5,38,7,49,48,36,8,20,19,6,14,13,,,305,671,,,,,,,,,,,
'040169B0100,'040169B010002,'04,CAMPECHE,'002,CALKINI,'0169,1,B,0,2,2,,,,,,,,16,21,34,26,42,6,16,37,16,18,1,14,44,,,291,531,,,,,,,,,,,
'040169C0100,'040169C010002,'04,CAMPECHE,'002,CALKINI,'0169,1,C,0,2,2,,,,,,,,31,41,47,43,39,5,23,47,37,41,3,27,32,,,416,531,,,,,,,,,,,
'040169C0200,'040169C020002,'04,CAMPECHE,'002,CALKINI,'0169,2,C,0,2,2,,,,,,,,35,9,27,40,4,42,37,41,11,17,3,33,20,,,319,530,,,,,,,,,,,
'040170B0100,'040170B010002,'04,CAMPECHE,'002,CALKINI,'0170,1,B,0,2,2,,,,,,,,32,36,39,17,26,33,2,39,11,1,49,29,34,,,348,497,,,,,,,,,,,
'040170C0100,'040170C010002,'04,CAMPECHE,'002,CALKINI,'0170,1,C,0,2,2,,,,,,,,9,9,17,30,10,38,26,20,14,1,3,31,49,,,257,497,,,,,,,,,,,
'040171B0100,'040171B010002,'04,CAMPECHE,'002,CALKINI,'0171,1,B,0,2,2,,,,,,,,15,22,11,40,20,49,17,5,5,3,35,10,45,,,277,702,,,,,,,,,,,
'040172B0100,'040172B010002,'04,CAMPECHE,'002,CALKINI,'0172,1,B,0,2,2,,,,,,,,47,23,37,10,1,31,21,25,37,39,43,7,22,,,343,748,,,,,,,,,,,
'040172C0100,'040172C010002,'04,CAMPECHE,'002,CALKINI,'0172,1,C,0,2,2,,,,,,,,3,13,27,22,28,33,38,32,25,8,48,23,7,,,307,748,,,,,,,,,,,
'040173B0100,'040173B010002,'04,CAMPECHE,'012,DZITBALCHE ,'0173,1,B,0,1,2,,,,,,,,18,4,4,48,12,47,2,16,48,16,42,24,11,,,292,644,,,,,,,,,,,
'040173C0100,'040173C010002,'04,CAMPECHE,'012,DZITBALCHE ,'0173,1,C,0,1,2,,,,,,,,34,15,26,21,49,22,19,14,18,4,3,30,22,,,277,644,,,,,,,,,,,
'040173C0200,'040173C020002,'04,CAMPECHE,'012,DZITBALCHE ,'0173,2,C,0,1,2,,,,,,,,20,24,18,45,13,28,45,29,5,21,22,30,29,,,329,644,,,,,,,,,,,
'040174B0100,'040174B010002,'04,CAMPECHE,'012,DZITBALCHE ,'0174,1,B,0,2,2,,,,,,,,44,44,37,11,35,31,25,30,6,25,3,31,15,,,337,647,,,,,,,,,,,
'040174C0100,'040174C010002,'04,CAMPECHE,'012,DZITBALCHE ,'0174,1,C,0,2,2,,,,,,,,11,21,12,20,24,28,12,16,48,42,42,9,24,,,309,646,,,,,,,,,,,
'040175B0100,'040175B010002,'04,CAMPECHE,'012,DZITBALCHE ,'0175,1,B,0,1,2,,,,,,,,32,6,48,9,20,4,38,49,26,35,35,35,46,,,383,710,,,,,,,,,,,
'040175C0100,'040175C010002,'04,CAMPECHE,'012,DZITBALCHE ,'0175,1,C,0,1,2,,,,,,,,42,27,45,31,4,42,29,17,22,38,33,10,24,,,364,710,,,,,,,,,,,
'040175C0200,'040175C020002,'04,CAMPECHE,'012,DZITBALCHE ,'0175,2,C,0,1,2,,,,,,,,17,48,32,37,46,17,41,12,13,49,10,18,27,,,367,710,,,,,,,,,,,
'040176B0100,'040176B010002,'04,CAMPECHE,'012,DZITBALCHE ,'0176,1,B,0,2,2,,,,,,,,2,5,36,43,34,23,37,16,13,20,37,27,48,,,341,732,,,,,,,,,,,
'040176C0100,'040176C010002,'04,CAMPECHE,'012,DZITBALCHE ,'0176,1,C,0,2,2,,,,,,,,42,8,6,21,36,35,47,9,23,9,9,44,33,,,322,732,,,,,,,,,,,
'040176C0200,'040176C020002,'04,CAMPECHE,'012,DZITBALCHE ,'0176,2,C,0,2,2,,,,,,,,11,37,28,39,27,4,16,33,33,27,40,32,6,,,333,731,,,,,,,,,,,
'040177B0100,'040177B010002,'04,CAMPECHE,'012,DZITBALCHE ,'0177,1,B,0,1,2,,,,,,,,10,37,15,10,17,43,15,35,20,18,22,25,41,,,308,619,,,,,,,,,,,
'040177C0100,'040177C010002,'04,CAMPECHE,'012,DZITBALCHE ,'0177,1,C,0,1,2,,,,,,,,35,34,33,6,40,15,16,29,18,36,47,16,2,,,327,619,,,,,,,,,,,
'040177C0200,'040177C020002,'04,CAMPECHE,'012,DZITBALCHE ,'0177,2,C,0,1,2,,,,,,,,41,13,18,16,26,29,37,17,33,30,33,5,33,,,331,618,,,,,,,,,,,
'040178B0100,'040178B010002,'04,CAMPECHE,'002,CALKINI,'0178,1,B,0,2,2,,,,,,,,22,30,14,25,49,3,48,44,10,23,1,31,45,,,345,326,,,,,,,,,,,
'040179B0100,'040179B010002,'04,CAMPECHE,'002,CALKINI,'0179,1,B,0,2,2,,,,,,,,17,13,11,27,38,7,11,1,14,31,10,13,13,,,206,744,,,,,,,,,,,
'040179C0100,'040179C010002,'04,CAMPECHE,'002,CALKINI,'0179,1,C,0,2,2,,,,,,,,17,45,2,31,16,49,35,13,33,5,12,39,20,,,317,743,,,,,,,,,,,
'040180B0100,'040180B010002,'04,CAMPECHE,'012,DZITBALCHE ,'0180,1,B,0,2,2,,,,,,,,25,4,13,37,33,16,27,9,19,21,41,48,26,,,319,689,,,,,,,,,,,
'040180C0100,'040180C010002,'04,CAMPECHE,'012,DZITBALCHE ,'0180,1,C,0,2,2,,,,,,,,43,23,35,35,48,12,18,9,35,39,13,17,18,,,345,689,,,,,,,,,,,
'040180C0200,'040180C020002,'04,CAMPECHE,'012,DZITBALCHE ,'0180,2,C,0,2,2,,,,,,,,29,43,3,37,40,49,28,41,37,34,21,40,2,,,404,688,,,,,,,,,,,
'040181B0100,'040181B010002,'04,CAMPECHE,'002,CALKINI,'0181,1,B,0,2,2,,,,,,,,46,40,20,5,35,12,36,1,2,47,48,27,13,,,332,346,,,,,,,,,,,
'040181E0100,'040181E010002,'04,CAMPECHE,'002,CALKINI,'0181,1,E,0,2,2,,,,,,,,40,17,47,3,8,7,45,9,41,18,13,11,16,,,275,191,,,,,,,,,,,
'040182B0100,'040182B010002,'04,CAMPECHE,'002,CALKINI,'0182,1,B,0,2,2,,,,,,,,5,48,41,4,45,8,15,8,42,22,47,7,5,,,297,180,,,,,,,,,,,
'040359B0100,'040359B010002,'04,CAMPECHE,'011,CALAKMUL,'0359,1,B,0,2,2,,,,,,,,36,21,31,48,9,42,3,41,14,11,18,7,18,,,299,490,,,,,,,,,,,
'040359C0100,'040359C010002,'04,CAMPECHE,'011,CALAKMUL,'0359,1,C,0,2,2,,,,,,,,11,16,49,28,20,42,49,30,3,43,40,39,49,,,419,490,,,,,,,,,,,
'040360B0100,'040360B010002,'04,CAMPECHE,'011,CALAKMUL,'0360,1,B,0,2,2,,,,,,,,6,1,4,20,14,26,14,20,2,10,28,22,14,,,181,706,,,,,,,,,,,
'040360C0100,'040360C010002,'04,CAMPECHE,'011,CALAKMUL,'0360,1,C,0,2,2,,,,,,,,29,49,28,47,28,35,22,24,44,38,41,5,22,,,412,706,,,,,,,,,,,
'040362B0100,'040362B010002,'04,CAMPECHE,'011,CALAKMUL,'0362,1,B,0,2,2,,,,,,,,2,46,48,6,40,32,24,1,19,1,9,44,10,,,282,450,,,,,,,,,,,
'040362E0100,'040362E010002,'04,CAMPECHE,'011,CALAKMUL,'0362,1,E,0,2,2,,,,,,,,11,41,16,9,27,21,18,4,15,12,39,17,41,,,271,533,,,,,,,,,,,
'040363B0100,'040363B010002,'04,CAMPECHE,'005,HECELCHAKAN,'0363,1,B,0,2,2,,,,,,,,24,25,47,49,39,2,46,32,23,9,6,37,16,,,355,668,,,,,,,,,,,
'040363C0100,'040363C010002,'04,CAMPECHE,'005,HECELCHAKAN,'0363,1,C,0,2,2,,,,,,,,21,2,18,1,24,27,16,24,18,48,11,20,41,,,271,668,,,,,,,,,,,
'040363C0200,'040363C020002,'04,CAMPECHE,'005,HECELCHAKAN,'0363,2,C,0,2,2,,,,,,,,4,2,12,9,34,6,4,7,7,7,40,12,31,,,175,668,,,,,,,,,,,
'040364B0100,'040364B010002,'04,CAMPECHE,'005,HECELCHAKAN,'0364,1,B,0,1,2,,,,,,,,6,12,41,46,9,29,18,39,31,23,19,38,27,,,338,715,,,,,,,,,,,
'040364C0100,'040364C010002,'04,CAMPECHE,'005,HECELCHAKAN,'0364,1,C,0,1,2,,,,,,,,17,22,6,13,17,7,25,2,1,26,35,19,49,,,239,715,,,,,,,,,,,
'040364C0200,'040364C020002,'04,CAMPECHE,'005,HECELCHAKAN,'0364,2,C,0,1,2,,,,,,,,30,15,16,36,7,35,18,8,18,35,34,3,13,,,268,715,,,,,,,,,,,
'040365B0100,'040365B010002,'04,CAMPECHE,'005,HECELCHAKAN,'0365,1,B,0,1,2,,,,,,,,49,5,3,26,18,11,4,2,2,20,41,23,37,,,241,478,,,,,,,,,,,
'040365C0100,'040365C010002,'04,CAMPECHE,'005,HECELCHAKAN,'0365,1,C,0,1,2,,,,,,,,12,24,24,1,39,42,20,33,46,35,12,33,39,,,360,478,,,,,,,,,,,
'040366B0100,'040366B010002,'04,CAMPECHE,'005,HECELCHAKAN,'0366,1,B,0,1,2,,,,,,,,34,40,21,26,26,33,15,4,18,26,43,22,27,,,335,607,,,,,,,,,,,
'040366C0100,'040366C010002,'04,CAMPECHE,'005,HECELCHAKAN,'0366,1,C,0,1,2,,,,,,,,3,41,35,46,22,21,15,25,40,45,24,13,10,,,340,607,,,,,,,,,,,
'040367B0100,'040367B010002,'04,CAMPECHE,'005,HECELCHAKAN,'0367,1,B,0,2,2,,,,,,,,22,18,20,3,13,21,10,49,11,46,2,29,15,,,259,623,,,,,,,,,,,
'040367C0100,'040367C010002,'04,CAMPECHE,'005,HECELCHAKAN,'0367,1,C,0,2,2,,,,,,,,3,29,44,8,39,13,44,49,23,24,19,32,26,,,353,622,,,,,,,,,,,
'040368B0100,'040368B010002,'04,CAMPECHE,'005,HECELCHAKAN,'0368,1,B,0,1,2,,,,,,,,19,2,40,36,33,40,25,31,45,34,31,13,31,,,380,600,,,,,,,,,,,
'040368C0100,'040368C010002,'04,CAMPECHE,'005,HECELCHAKAN,'0368,1,C,0,1,2,,,,,,,,47,2,41,12,11,9,41,17,38,40,41,42,21,,,362,599,,,,,,,,,,,
'040369B0100,'040369B010002,'04,CAMPECHE,'005,HECELCHAKAN,'0369,1,B,0,2,2,,,,,,,,23,20,2,45,34,26,2,47,39,16,36,17,47,,,354,391,,,,,,,,,,,
'040369C0100,'040369C010002,'04,CAMPECHE,'005,HECELCHAKAN,'0369,1,C,0,2,2,,,,,,,,18,39,14,43,28,39,16,28,49,34,31,37,33,,,409,391,,,,,,,,,,,
'040370B0100,'040370B010002,'04,CAMPECHE,'005,HECELCHAKAN,'0370,1,B,0,2,2,,,,,,,,8,3,39,18,46,34,1,37,47,14,33,19,34,,,333,690,,,,,,,,,,,
'040370C0100,'040370C010002,'04,CAMPECHE,'005,HECELCHAKAN,'0370,1,C,0,2,2,,,,,,,,21,22,47,45,39,22,24,37,6,31,19,15,23,,,351,690,,,,,,,,,,,
'040371B0100,'040371B010002,'04,CAMPECHE,'005,HECELCHAKAN,'0371,1,B,0,2,2,,,,,,,,22,1,30,10,16,39,20,33,42,38,39,7,15,,,312,474,,,,,,,,,,,
'040371C0100,'040371C010002,'04,CAMPECHE,'005,HECELCHAKAN,'0371,1,C,0,2,2,,,,,,,,45,43,3,21,33,30,38,45,49,35,1,13,2,,,358,473,,,,,,,,,,,
'040372B0100,'040372B010002,'04,CAMPECHE,'005,HECELCHAKAN,'0372,1,B,0,2,2,,,,,,,,36,20,37,46,6,5,45,26,19,1,25,46,16,,,328,742,,,,,,,,,,,
'040372C0100,'040372C010002,'04,CAMPECHE,'005,HECELCHAKAN,'0372,1,C,0,2,2,,,,,,,,36,36,36,29,2,48,4,13,7,41,37,47,10,,,346,741,,,,,,,,,,,
'040373B0100,'040373B010002,'04,CAMPECHE,'005,HECELCHAKAN,'0373,1,B,0,2,2,,,,,,,,36,6,23,4,26,7,36,18,21,25,40,10,38,,,290,502,,,,,,,,,,,
'040373C0100,'040373C010002,'04,CAMPECHE,'005,HECELCHAKAN,'0373,1,C,0,2,2,,,,,,,,40,19,38,26,45,10,45,26,28,15,43,20,18,,,373,502,,,,,,,,,,,
'040374B0100,'040374B010002,'04,CAMPECHE,'005,HECELCHAKAN,'0374,1,B,0,2,2,,,,,,,,19,6,48,41,23,1,18,6,40,33,48,37,12,,,332,354,,,,,,,,,,,
'040375B0100,'040375B010002,'04,CAMPECHE,'005,HECELCHAKAN,'0375,1,B,0,1,2,,,,,,,,28,46,17,37,47,2,9,3,12,24,16,48,4,,,293,531,,,,,,,,,,,
'040375C0100,'040375C010002,'04,CAMPECHE,'005,HECELCHAKAN,'0375,1,C,0,1,2,,,,,,,,7,48,16,38,20,7,15,3,14,28,15,41,24,,,276,531,,,,,,,,,,,
'040375C0200,'040375C020002,'04,CAMPECHE,'005,HECELCHAKAN,'0375,2,C,0,1,2,,,,,,,,36,34,5,17,16,16,21,35,28,14,38,43,3,,,306,531,,,,,,,,,,,
'040376B0100,'040376B010002,'04,CAMPECHE,'005,HECELCHAKAN,'0376,1,B,0,2,2,,,,,,,,35,28,5,34,11,44,18,7,29,20,7,35,37,,,310,512,,,,,,,,,,,
'040376C0100,'040376C010002,'04,CAMPECHE,'005,HECELCHAKAN,'0376,1,C,0,2,2,,,,,,,,38,23,41,28,17,24,5,3,26,26,17,43,5,,,296,511,,,,,,,,,,,
'040376C0200,'040376C020002,'04,CAMPECHE,'005,HECELCHAKAN,'0376,2,C,0,2,2,,,,,,,,8,23,5,32,47,7,19,11,41,29,8,25,43,,,298,511,,,,,,,,,,,
'040377B0100,'040377B010002,'04,CAMPECHE,'005,HECELCHAKAN,'0377,1,B,0,1,2,,,,,,,,7,32,5,46,11,49,39,28,17,1,14,37,10,,,296,577,,,,,,,,,,,
'040377C0100,'040377C010002,'04,CAMPECHE,'005,HECELCHAKAN,'0377,1,C,0,1,2,,,,,,,,8,5,39,8,34,12,31,42,8,9,36,11,29,,,272,576,,,,,,,,,,,
'040378B0100,'040378B010002,'04,CAMPECHE,'005,HECELCHAKAN,'0378,1,B,0,1,2,,,,,,,,26,44,22,23,32,10,35,24,45,15,21,14,42,,,353,730,,,,,,,,,,,
'040378C0100,'040378C010002,'04,CAMPECHE,'005,HECELCHAKAN,'0378,1,C,0,1,2,,,,,,,,29,38,42,16,49,39,26,39,18,29,48,28,25,,,426,730,,,,,,,,,,,
'040379B0100,'040379B010002,'04,CAMPECHE,'005,HECELCHAKAN,'0379,1,B,0,2,2,,,,,,,,5,1,45,17,48,40,18,44,21,36,1,14,35,,,325,663,,,,,,,,,,,
'040379C0100,'040379C010002,'04,CAMPECHE,'005,HECELCHAKAN,'0379,1,C,0,2,2,,,,,,,,2,43,23,22,4,28,38,15,42,3,6,24,34,,,284,662,,,,,,,,,,,
'040380B0100,'040380B010002,'04,CAMPECHE,'005,HECELCHAKAN,'0380,1,B,0,2,2,,,,,,,,12,22,26,5,27,27,37,44,5,8,26,5,16,,,260,529,,,,,,,,,,,
'040380C0100,'040380C010002,'04,CAMPECHE,'005,HECELCHAKAN,'0380,1,C,0,2,2,,,,,,,,5,5,9,28,29,30,46,1,7,27,47,16,41,,,291,529,,,,,,,,,,,
'040380C0200,'040380C020002,'04,CAMPECHE,'005,HECELCHAKAN,'0380,2,C,0,2,2,,,,,,,,1,41,46,4,12,46,13,16,32,21,31,35,20,,,318,529,,,,,,,,,,,
'040381B0100,'040381B010002,'04,CAMPECHE,'006,HOPELCHEN,'0381,1,B,0,2,2,,,,,,,,36,44,1,40,24,39,19,36,22,20,32,30,13,,,356,630,,,,,,,,,,,
'040381C0100,'040381C010002,'04,CAMPECHE,'006,HOPELCHEN,'0381,1,C,0,2,2,,,,,,,,28,21,21,3,44,1,45,7,22,36,37,8,27,,,300,629,,,,,,,,,,,
'040381C0200,'040381C020002,'04,CAMPECHE,'006,HOPELCHEN,'0381,2,C,0,2,2,,,,,,,,24,34,15,14,16,30,24,37,2,32,17,43,19,,,307,629,,,,,,,,,,,
'040382B0100,'040382B010002,'04,CAMPECHE,'006,HOPELCHEN,'0382,1,B,0,2,2,,,,,,,,43,14,13,25,31,46,2,22,45,40,34,25,43,,,383,636,,,,,,,,,,,
'040382C0100,'040382C010002,'04,CAMPECHE,'006,HOPELCHEN,'0382,1,C,0,2,2,,,,,,,,14,1,46,31,47,11,7,3,45,24,18,36,13,,,296,636,,,,,,,,,,,
'040382C0200,'040382C020002,'04,CAMPECHE,'006,HOPELCHEN,'0382,2,C,0,2,2,,,,,,,,44,42,23,49,38,18,48,42,30,29,45,32,7,,,447,636,,,,,,,,,,,
'040382C0300,'040382C030002,'04,CAMPECHE,'006,HOPELCHEN,'0382,3,C,0,2,2,,,,,,,,47,6,22,11,12,19,32,25,26,3,28,34,11,,,276,636,,,,,,,,,,,
'040382C0400,'040382C040002,'04,CAMPECHE,'006,HOPELCHEN,'0382,4,C,0,2,2,,,,,,,,45,13,5,39,27,12,48,40,23,4,22,22,33,,,333,635,,,,,,,,,,,
'040383B0100,'040383B010002,'04,CAMPECHE,'006,HOPELCHEN,'0383,1,B,0,1,2,,,,,,,,17,28,31,8,3,29,45,38,12,19,6,24,21,,,281,508,,,,,,,,,,,
'040383C0100,'040383C010002,'04,CAMPECHE,'006,HOPELCHEN,'0383,1,C,0,1,2,,,,,,,,24,38,28,26,9,3,31,36,32,21,2,30,46,,,326,507,,,,,,,,,,,
'040384B0100,'040384B010002,'04,CAMPECHE,'006,HOPELCHEN,'0384,1,B,0,1,2,,,,,,,,21,36,29,38,18,36,25,18,15,40,23,41,45,,,385,495,,,,,,,,,,,
'040384C0100,'040384C010002,'04,CAMPECHE,'006,HOPELCHEN,'0384,1,C,0,1,2,,,,,,,,20,47,24,11,10,47,5,34,36,25,43,47,26,,,375,495,,,,,,,,,,,
'040385B0100,'040385B010002,'04,CAMPECHE,'006,HOPELCHEN,'0385,1,B,0,2,2,,,,,,,,18,42,24,14,1,15,34,9,17,24,2,40,36,,,276,369,,,,,,,,,,,
'040386B0100,'040386B010002,'04,CAMPECHE,'006,HOPELCHEN,'0386,1,B,0,2,2,,,,,,,,37,12,17,7,43,27,40,40,29,16,44,1,5,,,318,414,,,,,,,,,,,
'040387B0100,'040387B010002,'04,CAMPECHE,'006,HOPELCHEN,'0387,1,B,0,2,2,,,,,,,,29,7,11,22,21,14,42,42,14,2,29,14,10,,,257,304,,,,,,,,,,,
'040388B0100,'040388B010002,'04,CAMPECHE,'006,HOPELCHEN,'0388,1,B,0,1,2,,,,,,,,14,41,49,12,39,32,44,9,28,39,22,5,18,,,352,585,,,,,,,,,,,
'040388C0100,'040388C010002,'04,CAMPECHE,'006,HOPELCHEN,'0388,1,C,0,1,2,,,,,,,,5,31,4,14,46,24,16,23,4,16,7,8,46,,,244,584,,,,,,,,,,,
'040388C0200,'040388C020002,'04,CAMPECHE,'006,HOPELCHEN,'0388,2,C,0,1,2,,,,,,,,36,26,23,45,34,7,25,34,47,42,10,49,34,,,412,584,,,,,,,,,,,
'040388C0300,'040388C030002,'04,CAMPECHE,'006,HOPELCHEN,'0388,3,C,0,1,2,,,,,,,,42,44,10,12,31,49,2,36,31,43,16,26,33,,,375,584,,,,,,,,,,,
'040389B0100,'040389B010002,'04,CAMPECHE,'006,HOPELCHEN,'0389,1,B,0,2,2,,,,,,,,13,34,19,45,5,39,19,24,39,36,35,47,36,,,391,574,,,,,,,,,,,
'040389C0100,'040389C010002,'04,CAMPECHE,'006,HOPELCHEN,'0389,1,C,0,2,2,,,,,,,,32,5,38,49,32,4,38,19,40,7,33,22,22,,,341,574,,,,,,,,,,,
'040390B0100,'040390B010002,'04,CAMPECHE,'006,HOPELCHEN,'0390,1,B,0,2,2,,,,,,,,12,1,32,1,41,27,14,8,25,2,45,12,46,,,266,357,,,,,,,,,,,
'040391B0100,'040391B010002,'04,CAMPECHE,'006,HOPELCHEN,'0391,1,B,0,2,2,,,,,,,,35,37,12,28,34,4,42,2,6,49,22,21,1,,,293,341,,,,,,,,,,,
'040392B0100,'040392B010002,'04,CAMPECHE,'006,HOPELCHEN,'0392,1,B,0,2,2,,,,,,,,16,42,36,28,32,37,10,6,26,23,43,18,49,,,366,193,,,,,,,,,,,
'040393B0100,'040393B010002,'04,CAMPECHE,'006,HOPELCHEN,'0393,1,B,0,2,2,,,,,,,,10,1,6,26,12,38,47,18,17,43,17,28,8,,,271,157,,,,,,,,,,,
'040394B0100,'040394B010002,'04,CAMPECHE,'006,HOPELCHEN,'0394,1,B,0,2,2,,,,,,,,28,12,12,16,2,1,31,11,38,33,38,9,22,,,253,384,,,,,,,,,,,
'040394C0100,'040394C010002,'04,CAMPECHE,'006,HOPELCHEN,'0394,1,C,0,2,2,,,,,,,,42,23,9,15,22,20,9,34,30,13,9,13,8,,,247,384,,,,,,,,,,,
'040395B0100,'040395B010002,'04,CAMPECHE,'006,HOPELCHEN,'0395,1,B,0,2,2,,,,,,,,44,31,4,25,29,29,43,32,15,41,40,46,28,,,407,456,,,,,,,,,,,
'040395C0100,'040395C010002,'04,CAMPECHE,'006,HOPELCHEN,'0395,1,C,0,2,2,,,,,,,,49,42,42,42,43,16,49,1,12,5,32,41,2,,,376,456,,,,,,,,,,,
'040396B0100,'040396B010002,'04,CAMPECHE,'006,HOPELCHEN,'0396,1,B,0,2,2,,,,,,,,14,2,10,13,46,23,5,18,29,30,27,7,12,,,236,523,,,,,,,,,,,
'040397B0100,'040397B010002,'04,CAMPECHE,'006,HOPELCHEN,'0397,1,B,0,2,2,,,,,,,,49,25,17,21,41,8,5,40,22,21,14,44,36,,,343,648,,,,,,,,,,,
'040398B0100,'040398B010002,'04,CAMPECHE,'006,HOPELCHEN,'0398,1,B,0,2,2,,,,,,,,25,42,43,15,45,23,18,46,16,2,48,49,13,,,385,401,,,,,,,,,,,
'040398C0100,'040398C010002,'04,CAMPECHE,'006,HOPELCHEN,'0398,1,C,0,2,2,,,,,,,,18,15,36,31,21,13,18,34,13,1,10,47,11,,,268,401,,,,,,,,,,,
'040399B0100,'040399B010002,'04,CAMPECHE,'006,HOPELCHEN,'0399,1,B,0,2,2,,,,,,,,31,13,20,44,6,24,27,39,14,7,6,35,18,,,284,493,,,,,,,,,,,
'040400B0100,'040400B010002,'04,CAMPECHE,'006,HOPELCHEN,'0400,1,B,0,2,2,,,,,,,,21,13,15,14,25,15,20,20,27,13,20,47,46,,,296,646,,,,,,,,,,,
